author,abstract,title,cited,year,location,linkpdf
Bunyarit Uyyanonvara,Diabetic Retinopathy is a medical condition where the retina is damaged because fluid leaks from blood vessels into the retina. The presence of hemorrhages in the retina is the earliest symptom of diabetic retinopathy. The number and shape of hemorrhages is used to …,A survey on hemorrhage detection in diabetic retinopathy retinal images,38,2012,../papers2/ICT/Bunyarit Uyyanonvara/A-survey-on-hemorrhage-detection-in-diabetic-retinopathy-retinal-images.pdf,https://www.researchgate.net/profile/Parisut_Jitpakdee/publication/261245281_A_survey_on_hemorrhage_detection_in_diabetic_retinopathy_retinal_images/links/5715e66d08ae16479d8ad8c1/A-survey-on-hemorrhage-detection-in-diabetic-retinopathy-retinal-images.pdf
Bunyarit Uyyanonvara,"Abstract—To develop an automated diabetic retinopathy screening system, a detection of lesions in digital fundus photographs is needed. Microaneurysms are the first clinical sign of diabetic retinopathy. The number of microaneurysms is used to indicate the severity of the …",Automatic microaneurysm detection from non-dilated diabetic retinopathy retinal images using mathematical morphology methods,35,2011,../papers2/ICT/Bunyarit Uyyanonvara/2011_Akara_IAENG.pdf,http://www2.siit.tu.ac.th/bunyarit/publications/2011_Akara_IAENG.pdf
Bunyarit Uyyanonvara,"Measurement of blood vessel tortuosity is a useful capability for automatic ophthalmological diagnostic tools. Screening of Retinopathy of Prematurity (ROP), a disease of eye that affects premature infants, for example, depends crucially on automatic tortuosity evaluation. Quite a …",Automatic retinal vessel tortuosity measurement using curvature of improved chain code,33,2011,../papers2/ICT/Bunyarit Uyyanonvara/Bunyarit Uyyanonvara_FA1C88.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.651.2808&rep=rep1&type=pdf
Bunyarit Uyyanonvara,ABSTRACT: Exudates are one of the primary signs of diabetic retinopathy which is a main cause of blindness that could be prevented with an early screening process. Pupil dilation is required in the normal screening process but this affects patients' vision. Automatic …,Automatic exudate detection for diabetic retinopathy screening,32,2009,../papers2/ICT/Bunyarit Uyyanonvara/scias35_80.pdf,http://www.academia.edu/download/34912773/scias35_80.pdf
Bunyarit Uyyanonvara,"Abstract The paper presents a simple, parameter-free method to detect the optic disc in retinal images. It works efficiently for blurred and noisy images with a varying ratio OD/image size. The method works equally well on images with different characteristics which often …",Parameter-free optic disc detection,25,2011,../papers2/ICT/Bunyarit Uyyanonvara/b62edacd019ea97633a342cdab2846277b5c.pdf,https://pdfs.semanticscholar.org/5821/b62edacd019ea97633a342cdab2846277b5c.pdf
Bunyarit Uyyanonvara,"The change in morphology, diameter, branching pattern and/or tortuosity of retinal blood vessels is an important indicator of various clinical disorders of the eye and the body. This paper reports a supervised methodology for segmentation of the retinal vasculature from …","A supervised method for retinal blood vessel segmentation using line strength, multiscale Gabor and morphological features",25,2011,../papers2/ICT/Bunyarit Uyyanonvara/2390ea0ca8807cb3977cc0c79aa21fadc6c2.pdf,https://pdfs.semanticscholar.org/d2b6/2390ea0ca8807cb3977cc0c79aa21fadc6c2.pdf
Bunyarit Uyyanonvara,"Abstract Reliable and efficient optic disk localization and segmentation are important tasks in automated retinal screening. General-purpose edge detection algorithms often fail to segment the optic disk (OD) due to fuzzy boundaries, inconsistent image contrast or missing …",Automatic optic disk detection from low contrast retinal images of ROP infant using GVF snake,26,2007,../papers2/ICT/Bunyarit Uyyanonvara/2007_Suranaree_OD_detection_using_GVF_Snake.pdf,http://www2.siit.tu.ac.th/bunyarit/publications/2007_Suranaree_OD_detection_using_GVF_Snake.pdf
Bunyarit Uyyanonvara,ABSTRACT Exudates are one of the visible signs of diabetic retinopathy and a marker for the presence of coexistent retinal edema. Diabetic retinopathy is a leading cause of vision loss for approximately 50% of patients with diabetic retinopathy. Automatic exudate …,Fine exudate detection using morphological reconstruction enhancement,25,2010,../papers2/ICT/Bunyarit Uyyanonvara/7_fine2010.pdf,http://www.ijabme.org/images/stories/ijabme/2010/7_fine2010.pdf
Bunyarit Uyyanonvara,"Abstract—Microaneurysms are the first clinical sign of diabetic retinopathy, a major cause of vision loss in diabetic patients. Early microaneurysm detection can help reduce the incidence of blindness. Automatic detection of microaneurysms is still an open problem due …",Fine microaneurysm detection from non-dilated diabetic retinopathy retinal images using a hybrid approach,22,2012,../papers2/ICT/Bunyarit Uyyanonvara/WCE2012_pp1207-1210.pdf,http://www.iaeng.org/publication/WCE2012/WCE2012_pp1207-1210.pdf
Bunyarit Uyyanonvara,"The process of the alternative functioning of the surveillance system has been discussed in this paper along with software implementation at a low cost. A frame subtraction technique has been applied, which projects a moving object in consideration to be in current view …",Robust object detection on video surveillance,11,2011,../papers2/ICT/Bunyarit Uyyanonvara/2011_Nuttapong_conf_JCSSE.pdf,http://www2.siit.tu.ac.th/bunyarit/publications/2011_Nuttapong_conf_JCSSE.pdf
Bunyarit Uyyanonvara,"Abstract. Color quantization is the process of grouping n data points to k cluster. We proposed a new approach, based on Wu's color quantization [6]. Our approach can significantly reduce the time consumption during the process compared with available …",Fast Adaptive Algorithm for Time-Critical Color Quantization Application.,11,2003,../papers2/ICT/Bunyarit Uyyanonvara/14dcac23e0c0712c3b7ca7c7909bcefeccac.pdf,https://pdfs.semanticscholar.org/f668/14dcac23e0c0712c3b7ca7c7909bcefeccac.pdf
Bunyarit Uyyanonvara,Abstract This paper proposes a novel segmentation method based on the scale space techniques endowed with a feature stability approach. The novelty of the paper is the lifetime of the space-scale blobs measured not only by their presence and disappearance but by the …,Object detection with feature stability over scale space,9,2011,../papers2/ICT/Bunyarit Uyyanonvara/9.%20Object%20detection%20with%20feature%20stability%20over%20scale%20space.pdf,http://onlinemedicalimages.com/images/medical/publications/9.%20Object%20detection%20with%20feature%20stability%20over%20scale%20space.pdf
Bunyarit Uyyanonvara,Abstract: Retinopathy of Prematurity (ROP) is a common retinal neovascular disorder of premature infants. It can be characterized by inappropriate and disorganized vessel. This paper present a method for blood vessel detection on infant retinal images. The algorithm is …,Automated vessels detection on infant retinal images,9,2004,../papers2/ICT/Bunyarit Uyyanonvara/2004%20-%2005%20-%20ICCAS04%20Automated%20Vessels%20Detection%20on%20Infant%20Retinal%20Images.pdf,http://www2.siit.tu.ac.th/bunyarit/publications/2004%20-%2005%20-%20ICCAS04%20Automated%20Vessels%20Detection%20on%20Infant%20Retinal%20Images.pdf
Bunyarit Uyyanonvara,"Abstract—Retinal vessel extraction is important for the detection of numerous eye diseases. It plays an important role in automatic retinal disease screening systems. In this paper, vessel extraction algorithm based on combination of matched filter and bottom hat transform …",Automatic vessel extraction with combined bottom-hat and match-filter,9,2011,../papers2/ICT/Bunyarit Uyyanonvara/546c3ad00cf2397f7831d12a.pdf,https://www.researchgate.net/profile/Rashmi_Turior/publication/265075801_Automatic_Vessel_Extraction_with_combined_Bottom-hat_and_Match-Filter/links/546c3ad00cf2397f7831d12a.pdf
Bunyarit Uyyanonvara,"Retinal vessel tortuosity measurement is the reliable method used as an opthalmological diagnostic tool. For example, Retinopathy of Prematurity (ROP), this disease can be characterised by the increasing in vascular dilation and tortuosity. This paper proposes a …",Automatic retinal vessel tortuosity measurement,9,2010,../papers2/ICT/Bunyarit Uyyanonvara/2010_Fon_conf_ECTI.pdf,http://www2.siit.tu.ac.th/bunyarit/publications/2010_Fon_conf_ECTI.pdf
Bunyarit Uyyanonvara,"Object recognition is one of the most classic problem in computer vision where several techniques in classification have been proposed. In this work, we investigate a new promising improvement on a classification problem using multiple feature types. We assume …",Ontology-based object recognition of car sides,9,2012,../papers2/ICT/Bunyarit Uyyanonvara/2012_Suwan_conf_ECTI.pdf,http://www2.siit.tu.ac.th/bunyarit/publications/2012_Suwan_conf_ECTI.pdf
Bunyarit Uyyanonvara,"To prevent blindness from diabetic retinopathy, periodic screening and early diagnosis are neccessary. Due to lack of expert ophthalmologists in rural area, automated early exudate (one of visible sign of diabetic retinopathy) detection could help to reduce the number of …",Comparative analysis of automatic exudate detection between machine learning and traditional approaches,9,2009,../papers2/ICT/Bunyarit Uyyanonvara/_pdf,https://www.jstage.jst.go.jp/article/transinf/E92.D/11/E92.D_11_2264/_pdf
Bunyarit Uyyanonvara,"Abstract: Article Preview Article Preview Article Preview Retinopathy of Prematurity (ROP) is a vital cause of vision loss in premature infants, but early detection of its symptoms enables timely treatment and prevents blindness. Tortuosity is the major indicator of ROP that can …",Automatic tortuosity classification using machine learning approach,7,2013,../papers2/ICT/Bunyarit Uyyanonvara/Automatic-Tortuosity-Classification-Using-Machine-Learning-Approach.pdf,https://www.researchgate.net/profile/Rashmi_Turior/publication/265140523_Automatic_Tortuosity_Classification_Using_Machine_Learning_Approach/links/540061780cf2194bc29ac99a/Automatic-Tortuosity-Classification-Using-Machine-Learning-Approach.pdf
